dataset,truefam,best_1feat_auc,best_det_auc,best_apnorm,gap
121_UCR_Anomaly_ECG3_15000_16000_16100.txt,local,0.7858288770053476,0.9196969696969696,0.4000459854777833,0.13386809269162192
122_UCR_Anomaly_ECG3_8000_17000_17100.txt,local,0.7846256684491979,0.8799465240641711,0.4469048186775626,0.09532085561497317
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.txt,local,0.8399814471243042,0.7867965367965368,0.3159534338029631,-0.0531849103277674
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.txt,local,0.7267605633802817,0.9422535211267608,0.3938100397255327,0.21549295774647903
160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.txt,local,0.7157142857142857,0.9677531857813547,0.8670629076277777,0.25203890006706897
166_UCR_Anomaly_apneaecg_10000_12240_12308.txt,local,0.86875,0.8654656733473981,0.4411418206715658,-0.003284326652601921
167_UCR_Anomaly_gait1_20000_38500_38800.txt,local,0.6176521739130435,0.7603325766835458,0.3692434666344599,0.1426804027705023
168_UCR_Anomaly_gait2_22000_46500_46800.txt,local,0.5799130434782609,0.7673695361154764,0.3589209383656644,0.18745649263721553
170_UCR_Anomaly_gaitHunt1_18500_33070_33180.txt,local,0.7841818181818182,0.9751790191067299,0.4887220788501559,0.19099720092491168
171_UCR_Anomaly_gaitHunt2_18500_31200_31850.txt,local,0.6740888888888888,0.9110592890078834,0.5610041778884148,0.2369704001189945
181_UCR_Anomaly_park3m_60000_72150_72495.txt,local,0.60912,0.8546054082998662,0.4281159746082448,0.2454854082998662
197_UCR_Anomaly_tiltAPB1_100000_114283_114350.txt,local,0.82825,0.8047891156462584,0.2282914835803074,-0.023460884353741607
207_UCR_Anomaly_CHARISten_3165_26929_26989.txt,local,0.8012048192771084,0.8437098213433698,0.2323313396168398,0.0425050020662614
221_UCR_Anomaly_STAFFIIIDatabase_45616_163632_164852.txt,local,0.6856543209876542,0.7022036789131837,0.2500615399045571,0.016549357925529473
223_UCR_Anomaly_mit14046longtermecg_74123_131200_131700.txt,global,0.9400000000000001,0.9377567412507171,0.7853343615960388,-0.0022432587492829947
228_MGAB_id_4_Synthetic_tr_25000_1st_38948.csv,local,0.6364728364728366,0.6638980711269868,0.2421350378744648,0.027425234654150255
229_MGAB_id_5_Synthetic_tr_25000_1st_33098.csv,local,0.5794625845870837,0.709536893421374,0.2254121066707807,0.1300743088342904
230_MGAB_id_6_Synthetic_tr_25000_1st_42441.csv,local,0.5969191919191918,0.7545314887409343,0.382713870063261,0.1576122968217425
244_UCR_Anomaly_tilt12754table_100013_104630_104890.txt,global,0.8922857142857142,0.8015346465225983,0.1948469945527094,-0.09075106776311592
248_UCR_Anomaly_weallwalk_2000_4702_4707.txt,local,0.9596153846153845,0.9019230769230769,0.5443000725150229,-0.0576923076923076
302_Power_id_1_Facility_tr_7685_1st_7785.csv,global,0.6342555286954965,0.6161872207026223,0.1878118029858441,-0.018068307992874177
314_UCR_id_12_HumanActivity_tr_16250_1st_38500.csv,local,0.623304347826087,0.6350362609859729,0.1854583046514521,0.011731913159885865
345_UCR_id_43_Facility_tr_25000_1st_44630.csv,global,0.8992380952380953,0.6823233250462165,0.1096203063833257,-0.21691477019187877
368_UCR_id_66_Facility_tr_50000_1st_125720.csv,local,0.8014666666666668,0.8057997322623828,0.3863280537675411,0.004333065595716001
