dataset,truefam,reg_random,reg_best_fixed,reg_iforest_random,reg_em,reg_mv,reg_consensus,reg_model_centrality,reg_hits,reg_beta1,reg_betaext,reg_matched
058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.txt,local,0.39984642329168624,0.1370841094996081,0.5012194936193753,0.14519920246548318,0.14519920246548318,0.5005854898518592,0.5005854898518592,0.5005854898518592,0.0,0.14519920246548318,0.0
059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800.txt,local,0.13003087480857073,0.03347657662784859,0.1838849363689495,0.0,0.0,0.18595554093453176,0.18595554093453176,0.18595554093453176,0.0,0.0,0.0
060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800.txt,local,0.15929768145282716,0.04598350041254265,0.22497740932328222,0.020189765169289414,0.020189765169289414,0.2256376439504438,0.2256376439504438,0.2256376439504438,0.041419979264898266,0.020189765169289414,0.041419979264898266
062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180.txt,local,0.12789642632177192,0.07306207105444995,0.1199365982115101,0.018356026470550513,0.018356026470550513,0.11757536682568523,0.11757536682568523,0.11757536682568523,0.03261889970697074,0.018356026470550513,0.03261889970697074
063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850.txt,local,0.1854761722412805,0.11644005049392106,0.23015198665249953,0.0,0.0,0.22397807694748162,0.22397807694748162,0.22397807694748162,0.09466960523671408,0.0,0.09466960523671408
072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800.txt,local,0.15656257106736604,0.05815366403520744,0.19586492877039413,0.08763673467444136,0.08763673467444136,0.19990314964819195,0.19990314964819195,0.19990314964819195,0.128770274835027,0.128770274835027,0.128770274835027
073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495.txt,local,0.1642688984832768,0.11592855078835419,0.19546321622013554,0.026453047640444455,0.026453047640444455,0.1944197202326905,0.1944197202326905,0.1944197202326905,0.026453047640444455,0.026453047640444455,0.026453047640444455
078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412.txt,local,0.30029795743990595,0.08714763282301052,0.25738973765904666,0.036937847053865824,0.036937847053865824,0.25110944090271325,0.25110944090271325,0.25110944090271325,0.0797010310607319,0.0,0.0797010310607319
086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.txt,local,0.14090167707107693,0.02320058792758764,0.1933018632052843,0.03909690711890601,0.03909690711890601,0.19383174546449872,0.19383174546449872,0.19383174546449872,0.0192274378827913,0.0,0.0192274378827913
089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.txt,local,0.14874592666519829,0.11306558718815819,0.16908789992832396,0.10826734567534654,0.10826734567534654,0.1685137411950231,0.1685137411950231,0.1685137411950231,0.0,0.10826734567534654,0.0
