dataset,status,n,d,rate,seed,regret,random_regret,best_regret_possible,pick,max_regime_var,score_json,true_auc_json,regime_var_json
VehicleStoppages.npz,ok,3941,3,0.1289,0.0,0.1666337149995989,0.2784135698467095,0.0,KNN,0.022218342996332352,"{""CBLOF"": 4.825954925266535, ""COPOD"": 2.4631629522858742, ""ECOD"": 1.9613473447250687, ""HBOS"": 4.927153259752366, ""IForest"": 6.614655987522079, ""KNN"": 8.789735635817964, ""LODA"": 4.11740327315933, ""LOF"": 7.436629344141743, ""PCA"": 3.863957277329038}","{""IForest"": 0.843038315625394, ""LOF"": 0.5430391752341002, ""KNN"": 0.6764046006257951, ""ECOD"": 0.5852445300232667, ""COPOD"": 0.5153812651147864, ""HBOS"": 0.7457005237882383, ""PCA"": 0.42642609084344807, ""CBLOF"": 0.5011862600144414, ""LODA"": 0.24520195073869042}","{""smallest_K30"": 0.015093907860560373, ""random_K30"": 0.016370926775963, ""hard_K30"": 0.02037172940982118, ""smallest_K50"": 0.022218342996332352, ""random_K50"": 0.011778402144334286, ""hard_K50"": 0.019835300340644013}"
VehicleStoppages.npz,ok,3941,3,0.1289,1.0,0.12579943609668864,0.2511932642335283,0.0,KNN,0.025500532399593382,"{""CBLOF"": 4.955392940304105, ""COPOD"": 2.9535092188454586, ""ECOD"": 2.4763388662214734, ""HBOS"": 4.738521133042827, ""IForest"": 6.249850874295794, ""KNN"": 8.73094438124395, ""LODA"": 4.056496435102738, ""LOF"": 7.438619211584163, ""PCA"": 3.400326939359493}","{""IForest"": 0.8320338915059198, ""LOF"": 0.5703604052768514, ""KNN"": 0.7062344554092311, ""ECOD"": 0.5862058590929409, ""COPOD"": 0.5242882439913351, ""HBOS"": 0.7192532292633727, ""PCA"": 0.43956234455409227, ""CBLOF"": 0.47986939678391727, ""LODA"": 0.36975781957386333}","{""smallest_K30"": 0.015241826152730472, ""random_K30"": 0.012536087512198086, ""hard_K30"": 0.025500532399593382, ""smallest_K50"": 0.008654251456159143, ""random_K50"": 0.0142436807578054, ""hard_K50"": 0.012638260565966848}"
VehicleStoppages.npz,ok,3941,3,0.1289,2.0,0.14047438939128254,0.2423938956320416,0.0,KNN,0.025020378731134146,"{""CBLOF"": 4.553495419554697, ""COPOD"": 3.4602640405558853, ""ECOD"": 2.8115934067586617, ""HBOS"": 4.843941787922601, ""IForest"": 7.098317906598901, ""KNN"": 8.715590944674203, ""LODA"": 3.3332598232850423, ""LOF"": 7.172034482391599, ""PCA"": 3.0115021882584063}","{""IForest"": 0.8276427236988391, ""LOF"": 0.5561109582917856, ""KNN"": 0.6871683343075565, ""ECOD"": 0.5751011472910865, ""COPOD"": 0.5188827379110363, ""HBOS"": 0.7343809098098546, ""PCA"": 0.45552098018315396, ""CBLOF"": 0.50602585702988, ""LODA"": 0.4064058040779837}","{""smallest_K30"": 0.011941877375968928, ""random_K30"": 0.009884782562038537, ""hard_K30"": 0.025020378731134146, ""smallest_K50"": 0.011217988686601451, ""random_K50"": 0.01177752913319266, ""hard_K50"": 0.0115889789312015}"
OkCupidUserBehavior.npz,ok,3238,4,0.1282,0.0,0.001825354515406774,0.017306038312542293,0.0,KNN,0.009101154141382219,"{""CBLOF"": 4.472616985236672, ""COPOD"": 3.4635732491244307, ""ECOD"": 2.8355720951447396, ""HBOS"": 5.259288035101302, ""IForest"": 6.1717638845685725, ""KNN"": 7.3753195702518095, ""LODA"": 4.096946530800643, ""LOF"": 7.228706747072308, ""PCA"": 4.096212902699529}","{""IForest"": 0.6056893058961509, ""LOF"": 0.5811557735366244, ""KNN"": 0.6065934534598572, ""ECOD"": 0.6004350143938586, ""COPOD"": 0.6084188079752639, ""HBOS"": 0.5701140846572129, ""PCA"": 0.5771745388634183, ""CBLOF"": 0.5777374986672353, ""LODA"": 0.5926964495148737}","{""smallest_K30"": 0.006073223979343106, ""random_K30"": 0.005452390554479792, ""hard_K30"": 0.009101154141382219, ""smallest_K50"": 0.0013133405936524719, ""random_K50"": 0.001679901488781717, ""hard_K50"": 0.006312521598021307}"
OkCupidUserBehavior.npz,ok,3238,4,0.1282,1.0,0.009934961083271188,0.012155998625771547,0.0,KNN,0.012828649084418622,"{""CBLOF"": 4.4971165724848285, ""COPOD"": 2.586904335068319, ""ECOD"": 3.2658178974566425, ""HBOS"": 6.146562877069361, ""IForest"": 6.342058221377384, ""KNN"": 7.844515117546643, ""LODA"": 2.255231997301388, ""LOF"": 7.756120940373144, ""PCA"": 4.305672041322294}","{""IForest"": 0.5871905320396631, ""LOF"": 0.5710395564559122, ""KNN"": 0.5772555709563919, ""ECOD"": 0.5855208444397056, ""COPOD"": 0.583021644098518, ""HBOS"": 0.5574005757543449, ""PCA"": 0.5670199381597185, ""CBLOF"": 0.5669389060667449, ""LODA"": 0.5799232327540249}","{""smallest_K30"": 0.0016990802298942616, ""random_K30"": 0.0046284836449685465, ""hard_K30"": 0.012828649084418622, ""smallest_K50"": 0.0037610479988508375, ""random_K50"": 0.004368401778654142, ""hard_K50"": 0.007831116094641438}"
OkCupidUserBehavior.npz,ok,3238,4,0.1282,2.0,0.014709457298219264,0.01885512551681645,0.0,KNN,0.00663444475024726,"{""CBLOF"": 4.966148664758357, ""COPOD"": 3.189028995952767, ""ECOD"": 2.620098377705027, ""HBOS"": 4.599932683132077, ""IForest"": 7.185081659193016, ""KNN"": 7.8113480460735785, ""LODA"": 4.7542145851675235, ""LOF"": 5.84324586140813, ""PCA"": 4.030901126609526}","{""IForest"": 0.5929885915342786, ""LOF"": 0.549163023776522, ""KNN"": 0.5782791342360594, ""ECOD"": 0.5892867043394818, ""COPOD"": 0.5895596545473931, ""HBOS"": 0.5622625013327647, ""PCA"": 0.5652926751252799, ""CBLOF"": 0.5704616696875999, ""LODA"": 0.5699072395777801}","{""smallest_K30"": 0.005870766727335599, ""random_K30"": 0.004213908698091462, ""hard_K30"": 0.00663444475024726, ""smallest_K50"": 0.005671912334598055, ""random_K50"": 0.001342536066041938, ""hard_K50"": 0.005518450567837305}"
RacingMotion.npz,ok,13211,10,0.2213,0.0,0.0,0.27746916411451983,0.0,KNN,0.060484708849096264,"{""CBLOF"": 5.6759911579262345, ""COPOD"": 2.2882265959928607, ""ECOD"": 2.799467853323995, ""HBOS"": 3.9573119535159877, ""IForest"": 5.512777430586536, ""KNN"": 8.8672926016889, ""LODA"": 3.5493621575572476, ""LOF"": 7.8672926016888995, ""PCA"": 3.287911062919444}","{""IForest"": 0.7189716418128712, ""LOF"": 0.9969467853586618, ""KNN"": 0.9971392211369596, ""ECOD"": 0.5758918185214285, ""COPOD"": 0.5516804728535933, ""HBOS"": 0.5932068840825366, ""PCA"": 0.7159762576126796, ""CBLOF"": 0.7862812899246078, ""LODA"": 0.5409361418986199}","{""smallest_K30"": 0.03269046088699234, ""random_K30"": 0.034090914141370644, ""hard_K30"": 0.05735062851592121, ""smallest_K50"": 0.021075139124502824, ""random_K50"": 0.040643027343638935, ""hard_K50"": 0.060484708849096264}"
RacingMotion.npz,ok,13211,10,0.2213,1.0,0.0,0.26229364023202484,0.0,KNN,0.05700910844476716,"{""CBLOF"": 6.024738022738867, ""COPOD"": 2.0024581687908816, ""ECOD"": 2.444131910923465, ""HBOS"": 4.742052114197048, ""IForest"": 5.697101047682534, ""KNN"": 9.000000000000002, ""LODA"": 3.350481909467177, ""LOF"": 8.0, ""PCA"": 3.7390368262000293}","{""IForest"": 0.726079634511612, ""LOF"": 0.9913936504834491, ""KNN"": 0.9955849449414317, ""ECOD"": 0.5811000479926189, ""COPOD"": 0.5463077257481066, ""HBOS"": 0.5905749342926538, ""PCA"": 0.7164915800207126, ""CBLOF"": 0.8058442646161454, ""LODA"": 0.6462449597779312}","{""smallest_K30"": 0.02045926775480969, ""random_K30"": 0.037422259932186404, ""hard_K30"": 0.05700910844476716, ""smallest_K50"": 0.029631711046839634, ""random_K50"": 0.04014368255968265, ""hard_K50"": 0.05253706016779046}"
RacingMotion.npz,ok,13211,10,0.2213,2.0,0.0,0.2775434924800486,0.0,KNN,0.06974446554742944,"{""CBLOF"": 4.640344985412561, ""COPOD"": 1.9225318243113503, ""ECOD"": 2.4310540054293894, ""HBOS"": 4.695594549025183, ""IForest"": 5.623071054602317, ""KNN"": 8.722613164022146, ""LODA"": 3.7769404561474307, ""LOF"": 7.722613164022143, ""PCA"": 2.968755273226776}","{""IForest"": 0.7384451288821177, ""LOF"": 0.9900009837822171, ""KNN"": 0.9951821260065489, ""ECOD"": 0.5794533760347993, ""COPOD"": 0.5543024518777611, ""HBOS"": 0.5884712689062337, ""PCA"": 0.7212130699455861, ""CBLOF"": 0.8177295835277633, ""LODA"": 0.4739497127754756}","{""smallest_K30"": 0.02871346676237544, ""random_K30"": 0.037568732976450754, ""hard_K30"": 0.06255086715643755, ""smallest_K50"": 0.033697843528412985, ""random_K50"": 0.04252937756727261, ""hard_K50"": 0.06974446554742944}"
TanzaniaWaterPayments.npz,ok,12374,10,0.2995,0.0,0.0,0.18106490239027584,0.0,IForest,0.006646506410515161,"{""COPOD"": 4.672312202858808, ""ECOD"": 3.796887972519767, ""HBOS"": 6.120999859362612, ""IForest"": 7.858240925708649, ""KNN"": 6.140536726785004, ""LODA"": 5.086201737911673, ""LOF"": 2.8393412647275253}","{""IForest"": 0.8286938914482018, ""LOF"": 0.58100894400489, ""KNN"": 0.5795983134055501, ""ECOD"": 0.5610036656165911, ""COPOD"": 0.5680915202816469, ""HBOS"": 0.773900190532389, ""LODA"": 0.641106398116213}","{""smallest_K30"": 0.005778799165152499, ""random_K30"": 0.001687384730037068, ""hard_K30"": 0.0021446144018513005, ""smallest_K50"": 0.006646506410515161, ""random_K50"": 0.0014329368245806942, ""hard_K50"": 0.0031960714748064537}"
TanzaniaWaterPayments.npz,ok,12374,10,0.2995,1.0,0.04848803430454418,0.16132996800510613,0.0,HBOS,0.007248049419205153,"{""COPOD"": 4.009532849553338, ""ECOD"": 3.7362589088510667, ""HBOS"": 8.21485503951446, ""IForest"": 7.564620761858222, ""KNN"": 3.380707368192947, ""LODA"": 3.4712489401043713, ""LOF"": 3.218652284985082}","{""IForest"": 0.8196306871054824, ""LOF"": 0.5787449324671299, ""KNN"": 0.5807078331157866, ""ECOD"": 0.568561004288068, ""COPOD"": 0.5707914034475096, ""HBOS"": 0.7711426528009382, ""LODA"": 0.718526520477719}","{""smallest_K30"": 0.007248049419205153, ""random_K30"": 0.001775572187535841, ""hard_K30"": 0.0021113923628381234, ""smallest_K50"": 0.004813647632004814, ""random_K50"": 0.0013585424031450181, ""hard_K50"": 0.002938133156374942}"
TanzaniaWaterPayments.npz,ok,12374,10,0.2995,2.0,0.0,0.1686408825934742,0.0,IForest,0.008668377039041398,"{""COPOD"": 4.396909712948503, ""ECOD"": 4.744777646552979, ""HBOS"": 5.224747233621651, ""IForest"": 7.704976757050108, ""KNN"": 4.254971044794062, ""LODA"": 5.18359833722897, ""LOF"": 3.9141804769424393}","{""IForest"": 0.8281325180464235, ""LOF"": 0.5854137216932422, ""KNN"": 0.5874450920014367, ""ECOD"": 0.5713418061424754, ""COPOD"": 0.5783944923005868, ""HBOS"": 0.7738465040947969, ""LODA"": 0.6918673138916848}","{""smallest_K30"": 0.008668377039041398, ""random_K30"": 0.002770741259203996, ""hard_K30"": 0.004230007865645973, ""smallest_K50"": 0.005808112541123591, ""random_K50"": 0.0008994896346499269, ""hard_K50"": 0.002828694442694532}"
CarMakeAnomaly.npz,ok,25997,4,0.0078,0.0,0.06397352371913068,0.09575690099181011,0.0,LOF,0.005745216308236382,"{""CBLOF"": 3.7812241910412316, ""COPOD"": 3.237732292112006, ""ECOD"": 3.832355990600648, ""HBOS"": 4.35914221499889, ""IForest"": 6.893428705827612, ""KNN"": 7.0936216233638625, ""LODA"": 3.702212000126355, ""LOF"": 7.230986475027486, ""PCA"": 4.869296506901911}","{""IForest"": 0.6900323410138864, ""LOF"": 0.6260588172947558, ""KNN"": 0.6092600143037612, ""ECOD"": 0.655773973838822, ""COPOD"": 0.5871827606258898, ""HBOS"": 0.46992295257128724, ""PCA"": 0.6866273201836762, ""CBLOF"": 0.5360024138790405, ""LODA"": 0.4876183664875673}","{""smallest_K30"": 0.0055193019177415675, ""random_K30"": 0.0022903044172959673, ""hard_K30"": 0.0048034674735851985, ""smallest_K50"": 0.004202345467414507, ""random_K50"": 0.0017969707312056815, ""hard_K50"": 0.005745216308236382}"
CarMakeAnomaly.npz,ok,25997,4,0.0078,1.0,0.009935289326510555,0.10449904318002246,0.0,IForest,0.0051037340098681935,"{""CBLOF"": 3.8446840346004354, ""COPOD"": 4.0000486047402966, ""ECOD"": 3.405822073669606, ""HBOS"": 3.8342643991303262, ""IForest"": 7.408569117449581, ""KNN"": 7.285161248854974, ""LODA"": 3.909708727570747, ""LOF"": 6.639019072095591, ""PCA"": 4.672722721888446}","{""IForest"": 0.6796797790842346, ""LOF"": 0.6180537718292295, ""KNN"": 0.6053159765754428, ""ECOD"": 0.658139155161433, ""COPOD"": 0.5903271054362886, ""HBOS"": 0.4724017619025339, ""PCA"": 0.6896150684107452, ""CBLOF"": 0.5290443693502292, ""LODA"": 0.4234672393263673}","{""smallest_K30"": 0.0046972358193430675, ""random_K30"": 0.0010674855338350486, ""hard_K30"": 0.00501270214151115, ""smallest_K50"": 0.0051037340098681935, ""random_K50"": 0.004857931354523656, ""hard_K50"": 0.0046204148122364515}"
CarMakeAnomaly.npz,ok,25997,4,0.0078,2.0,0.08834434442845596,0.09011273999142544,0.0,KNN,0.0049204414307588195,"{""CBLOF"": 4.220644765293599, ""COPOD"": 3.6401072088066706, ""ECOD"": 3.4422635556999235, ""HBOS"": 4.574402091987798, ""IForest"": 6.624721670934183, ""KNN"": 7.386117758152143, ""LODA"": 2.890697538485387, ""LOF"": 6.92257598962627, ""PCA"": 5.29846942101403}","{""IForest"": 0.687842853418914, ""LOF"": 0.617891446102607, ""KNN"": 0.6004285399182833, ""ECOD"": 0.6550635600705449, ""COPOD"": 0.5857017770847636, ""HBOS"": 0.4658724482634489, ""PCA"": 0.6887728843467392, ""CBLOF"": 0.580313517818113, ""LODA"": 0.5060542721744105}","{""smallest_K30"": 0.00418787017485674, ""random_K30"": 0.00332838127382463, ""hard_K30"": 0.0049204414307588195, ""smallest_K50"": 0.0035624727431064463, ""random_K50"": 0.0023464522983604446, ""hard_K50"": 0.004692541817518894}"
HeatVulnerability.npz,ok,9376,6,0.25,0.0,0.0,0.16529385145349673,0.0,KNN,0.0450596353248683,"{""CBLOF"": 6.241002238362086, ""COPOD"": 2.9091679169632823, ""ECOD"": 3.9070792073355154, ""HBOS"": 4.830405162392355, ""IForest"": 6.363390438387336, ""KNN"": 8.999999999999998, ""LODA"": 1.4858775889337439, ""LOF"": 8.0, ""PCA"": 2.2630774476256788}","{""IForest"": 0.8940096567382493, ""LOF"": 0.8640961453095324, ""KNN"": 0.9554267303172095, ""ECOD"": 0.6063587474621044, ""COPOD"": 0.6543904684282149, ""HBOS"": 0.8908789790685772, ""PCA"": 0.8555497742879944, ""CBLOF"": 0.6590602569793645, ""LODA"": 0.7314251511821681}","{""smallest_K30"": 0.018721237158891214, ""random_K30"": 0.020791664926312077, ""hard_K30"": 0.03786332276326848, ""smallest_K50"": 0.025724876671973002, ""random_K50"": 0.022505620230572728, ""hard_K50"": 0.0450596353248683}"
HeatVulnerability.npz,ok,9376,6,0.25,1.0,0.0,0.15389799943885307,0.0,KNN,0.048478745325187964,"{""CBLOF"": 6.610000819949227, ""COPOD"": 2.6936815265633385, ""ECOD"": 2.6013747543601906, ""HBOS"": 5.115969412656867, ""IForest"": 6.274029767393904, ""KNN"": 9.0, ""LODA"": 1.741144637587457, ""LOF"": 8.0, ""PCA"": 2.963799081489013}","{""IForest"": 0.8872237423317347, ""LOF"": 0.8851289930163906, ""KNN"": 0.9509406890462364, ""ECOD"": 0.6061455884885665, ""COPOD"": 0.6591836648061496, ""HBOS"": 0.8942949804851898, ""PCA"": 0.858234425143905, ""CBLOF"": 0.6617185282752498, ""LODA"": 0.7705135948730264}","{""smallest_K30"": 0.0194597525201653, ""random_K30"": 0.02589705097952864, ""hard_K30"": 0.038866307799093926, ""smallest_K50"": 0.021198329738553272, ""random_K50"": 0.028892234957008177, ""hard_K50"": 0.048478745325187964}"
HeatVulnerability.npz,ok,9376,6,0.25,2.0,0.0,0.16203149497110592,0.0,KNN,0.04457636226706956,"{""CBLOF"": 6.511767391492289, ""COPOD"": 1.7696232786599189, ""ECOD"": 2.3098817173747386, ""HBOS"": 5.169346064501397, ""IForest"": 6.318886544006313, ""KNN"": 9.0, ""LODA"": 3.0721507796091188, ""LOF"": 8.0, ""PCA"": 2.848344224356224}","{""IForest"": 0.8988516704628976, ""LOF"": 0.8983075541357084, ""KNN"": 0.9544913171829784, ""ECOD"": 0.6095452163851635, ""COPOD"": 0.6636648546637849, ""HBOS"": 0.8994902377435107, ""PCA"": 0.8590136834113198, ""CBLOF"": 0.6106965174129354, ""LODA"": 0.7380773485085542}","{""smallest_K30"": 0.013828768633875521, ""random_K30"": 0.035323704922270216, ""hard_K30"": 0.04457636226706956, ""smallest_K50"": 0.012640509073747332, ""random_K50"": 0.02997494741772025, ""hard_K50"": 0.04065980580814586}"
BioExperiment.npz,ok,3259,3,0.297,0.0,0.007551000198059099,0.32458335083854994,0.0,IForest,0.021826883341725313,"{""CBLOF"": 5.203149864670557, ""COPOD"": 3.1199026097491385, ""ECOD"": 1.3820050498166625, ""HBOS"": 6.6871246841618195, ""IForest"": 9.000000000000002, ""KNN"": 6.333896378731938, ""LODA"": 5.771827245600308, ""LOF"": 5.42706820864585, ""PCA"": 2.075025958623731}","{""IForest"": 0.9233804173643745, ""LOF"": 0.7698554169142404, ""KNN"": 0.3576833396352113, ""ECOD"": 0.6476687552890761, ""COPOD"": 0.37513504024199207, ""HBOS"": 0.6909390248293992, ""PCA"": 0.9309314175624336, ""CBLOF"": 0.46078431372549017, ""LODA"": 0.30075487495273595}","{""smallest_K30"": 0.007476403446832061, ""random_K30"": 0.008597981863363595, ""hard_K30"": 0.018702233918674854, ""smallest_K50"": 0.021826883341725313, ""random_K50"": 0.007646852008096108, ""hard_K50"": 0.012458806210206133}"
BioExperiment.npz,ok,3259,3,0.297,1.0,0.0015147013810113963,0.3011588703433622,0.0,IForest,0.014195615110013896,"{""CBLOF"": 4.205301165793802, ""COPOD"": 2.6213338626265, ""ECOD"": 2.5336427300246482, ""HBOS"": 6.356286823951576, ""IForest"": 8.49760950343651, ""KNN"": 5.198480742077552, ""LODA"": 5.277265192321226, ""LOF"": 6.437196400617907, ""PCA"": 3.8728835791502827}","{""IForest"": 0.9408523740074543, ""LOF"": 0.7763260951763625, ""KNN"": 0.34789067142008323, ""ECOD"": 0.6717846918381677, ""COPOD"": 0.4004753416518123, ""HBOS"": 0.759897324402672, ""PCA"": 0.9423670753884656, ""CBLOF"": 0.4721884621617242, ""LODA"": 0.45909180935918903}","{""smallest_K30"": 0.013395176311169786, ""random_K30"": 0.014195615110013896, ""hard_K30"": 0.010119905472909273, ""smallest_K50"": 0.006439349995126912, ""random_K50"": 0.005405537863368858, ""hard_K50"": 0.009866623658925221}"
BioExperiment.npz,ok,3259,3,0.297,2.0,0.01287833774464786,0.29539202682399357,0.0,IForest,0.014555363030583836,"{""CBLOF"": 4.4598115076107865, ""COPOD"": 2.658481006373652, ""ECOD"": 2.6185791051738985, ""HBOS"": 5.026677354710463, ""IForest"": 8.641940828562067, ""KNN"": 5.660167506504587, ""LODA"": 4.602457220568553, ""LOF"": 6.708488283204128, ""PCA"": 4.623397187291866}","{""IForest"": 0.9101757323682458, ""LOF"": 0.7838872233925711, ""KNN"": 0.361781810979672, ""ECOD"": 0.6474121788292911, ""COPOD"": 0.38164397990601195, ""HBOS"": 0.7546948990799258, ""PCA"": 0.9230540701128936, ""CBLOF"": 0.46842083941014423, ""LODA"": 0.4178876555213454}","{""smallest_K30"": 0.013140191923421874, ""random_K30"": 0.010683217159368973, ""hard_K30"": 0.014555363030583836, ""smallest_K50"": 0.010015775987276624, ""random_K50"": 0.0033152938091651745, ""hard_K50"": 0.011276400968498993}"
NetworkFlowAnomalies.npz,ok,4976,6,0.0299,0.0,0.46239248544471767,0.28812858671335473,0.0,LOF,0.0078067222330275,"{""CBLOF"": 4.562467799893641, ""COPOD"": 3.538170701969831, ""ECOD"": 3.799959859506442, ""HBOS"": 5.322108752136026, ""IForest"": 5.755499917962563, ""KNN"": 7.248740857114041, ""LODA"": 3.3637322508678595, ""LOF"": 7.662205213135115, ""PCA"": 3.7471146474144836}","{""IForest"": 0.8342573679603152, ""LOF"": 0.5376075145552823, ""KNN"": 0.46253143802020374, ""ECOD"": 0.848784859727375, ""COPOD"": 0.8778954242916892, ""HBOS"": 1.0, ""PCA"": 0.9718065224338933, ""CBLOF"": 0.4722650659329971, ""LODA"": 0.4016945266580516}","{""smallest_K30"": 0.006170367690570803, ""random_K30"": 0.0046963876623332705, ""hard_K30"": 0.0078067222330275, ""smallest_K50"": 0.004224214858307713, ""random_K50"": 0.005158345219325778, ""hard_K50"": 0.0073879550607781775}"
NetworkFlowAnomalies.npz,ok,4976,6,0.0299,1.0,0.4592104714660886,0.2952279053825596,0.0,LOF,0.006603879060200083,"{""CBLOF"": 3.3149146194022925, ""COPOD"": 4.586819641348563, ""ECOD"": 3.7568811008640153, ""HBOS"": 5.040916587791633, ""IForest"": 6.5299092271669, ""KNN"": 6.395711846060965, ""LODA"": 3.611916976614136, ""LOF"": 7.091194569803558, ""PCA"": 4.671735430947937}","{""IForest"": 0.8410243583864826, ""LOF"": 0.5407895285339114, ""KNN"": 0.45705670654605585, ""ECOD"": 0.8465616185195992, ""COPOD"": 0.8711075909791989, ""HBOS"": 1.0, ""PCA"": 0.9742381925048981, ""CBLOF"": 0.5543860380452151, ""LODA"": 0.2577848180416024}","{""smallest_K30"": 0.004009715330642315, ""random_K30"": 0.004728165228444435, ""hard_K30"": 0.004679486593469291, ""smallest_K50"": 0.006603879060200083, ""random_K50"": 0.0016582384132171023, ""hard_K50"": 0.0062493225342506115}"
NetworkFlowAnomalies.npz,ok,4976,6,0.0299,2.0,0.4792474328511679,0.3077270755269005,0.0,LOF,0.011136783967785058,"{""CBLOF"": 4.718395951163914, ""COPOD"": 4.393403939964021, ""ECOD"": 3.974348766439056, ""HBOS"": 4.518055693448712, ""IForest"": 5.411289382145261, ""KNN"": 7.2803790915489355, ""LODA"": 3.019688593021431, ""LOF"": 7.889495426807468, ""PCA"": 3.794943155461201}","{""IForest"": 0.8317075882001472, ""LOF"": 0.5207525671488321, ""KNN"": 0.4523392666083066, ""ECOD"": 0.8464435088304362, ""COPOD"": 0.8765684271957981, ""HBOS"": 1.0, ""PCA"": 0.9775383161726903, ""CBLOF"": 0.49897175094140367, ""LODA"": 0.22613489516028182}","{""smallest_K30"": 0.005195863500892868, ""random_K30"": 0.002006823525109457, ""hard_K30"": 0.011136783967785058, ""smallest_K50"": 0.005471369835910152, ""random_K50"": 0.0031943274404081165, ""hard_K50"": 0.0050840769747497235}"
DiamondClarity.npz,ok,18002,10,0.0737,0.0,0.42696063422697106,0.3371195211236383,0.0,HBOS,0.008105674556092148,"{""CBLOF"": 4.903616602039882, ""COPOD"": 3.4485710242992758, ""ECOD"": 3.326679514797882, ""HBOS"": 7.961233256981881, ""IForest"": 7.654863142770127, ""KNN"": 5.866340937805298, ""LODA"": 2.2350444905430735, ""LOF"": 3.880554835872193, ""PCA"": 5.723096194890385}","{""IForest"": 0.7021358951270408, ""LOF"": 0.9477493732410359, ""KNN"": 0.7331625822356341, ""ECOD"": 0.6577128918585169, ""COPOD"": 0.5102490201771759, ""HBOS"": 0.5207887390140649, ""PCA"": 0.6753572723811416, ""CBLOF"": 0.3432307207360901, ""LODA"": 0.4052821742858789}","{""smallest_K30"": 0.008105674556092148, ""random_K30"": 0.0019343413621372692, ""hard_K30"": 0.003936613959037995, ""smallest_K50"": 0.0024878957659350046, ""random_K50"": 0.0017471601973586882, ""hard_K50"": 0.00375425211748024}"
