dataset,seed,contam,contam_label,regret,random_regret
47_yeast,2,0.05,0.050,0.02780461296944814,0.06719811527503833
47_yeast,2,0.341644204851752,natural,0.02780461296944814,0.06719811527503833
6_cardio,0,0.0,0.000,0.009990387256248234,0.033777636638286035
6_cardio,0,0.005,0.005,0.009990387256248234,0.033777636638286035
6_cardio,0,0.01,0.010,0.009990387256248234,0.033777636638286035
6_cardio,0,0.02,0.020,0.009990387256248234,0.033777636638286035
6_cardio,0,0.05,0.050,0.009990387256248234,0.033777636638286035
6_cardio,0,0.0961223375204806,natural,0.009990387256248234,0.033777636638286035
6_cardio,1,0.0,0.000,0.035652979950563046,0.03995725762153257
6_cardio,1,0.005,0.005,0.035652979950563046,0.03995725762153257
6_cardio,1,0.01,0.010,0.035652979950563046,0.03995725762153257
6_cardio,1,0.02,0.020,0.035652979950563046,0.03995725762153257
6_cardio,1,0.05,0.050,0.035652979950563046,0.03995725762153257
6_cardio,1,0.0961223375204806,natural,0.035652979950563046,0.03995725762153257
6_cardio,2,0.0,0.000,0.04600384509750066,0.0345372150508102
6_cardio,2,0.005,0.005,0.024649821477615963,0.0345372150508102
6_cardio,2,0.01,0.010,0.024649821477615963,0.0345372150508102
6_cardio,2,0.02,0.020,0.024649821477615963,0.0345372150508102
6_cardio,2,0.05,0.050,0.024649821477615963,0.0345372150508102
6_cardio,2,0.0961223375204806,natural,0.024649821477615963,0.0345372150508102
